Epoch	AUC-9	AUC-10	AUC-11	AUC-Avg	AUC-Mid	AUC-Best	
1.000000	0.546632	0.540163	0.559036	0.548610	0.546632	0.548610	
10.000000	0.607207	0.708027	0.732566	0.682600	0.708027	0.682600	
20.000000	0.681863	0.720738	0.762264	0.721622	0.720738	0.721622	
30.000000	0.667864	0.710016	0.764278	0.714053	0.710016	0.721622	
40.000000	0.687937	0.735388	0.778315	0.733880	0.735388	0.733880	
50.000000	0.690505	0.761362	0.785063	0.745644	0.761362	0.745644	
60.000000	0.696582	0.761593	0.792548	0.750241	0.761593	0.750241	
70.000000	0.705899	0.780389	0.803673	0.763320	0.780389	0.763320	
80.000000	0.715863	0.802548	0.812334	0.776915	0.802548	0.776915	
90.000000	0.721652	0.805139	0.816023	0.780938	0.805139	0.780938	
100.000000	0.730425	0.825219	0.818865	0.791503	0.818865	0.791503	
110.000000	0.730490	0.833144	0.824002	0.795879	0.824002	0.795879	
120.000000	0.744386	0.833558	0.818833	0.798926	0.818833	0.798926	
130.000000	0.749707	0.834755	0.825077	0.803179	0.825077	0.803179	
140.000000	0.743256	0.835240	0.822211	0.800236	0.822211	0.803179	
150.000000	0.750062	0.835844	0.819972	0.801959	0.819972	0.803179	
160.000000	0.747679	0.829488	0.824053	0.800407	0.824053	0.803179	
170.000000	0.764294	0.831208	0.832261	0.809254	0.831208	0.809254	
180.000000	0.765163	0.834441	0.827984	0.809196	0.827984	0.809254	
190.000000	0.750430	0.835045	0.828316	0.804597	0.828316	0.809254	
200.000000	0.759812	0.830355	0.831634	0.807267	0.830355	0.809254	
210.000000	0.745274	0.833106	0.826078	0.801486	0.826078	0.809254	
220.000000	0.750699	0.834040	0.816175	0.800305	0.816175	0.809254	
230.000000	0.751984	0.837864	0.825828	0.805226	0.825828	0.809254	
240.000000	0.745815	0.836089	0.820637	0.800847	0.820637	0.809254	
250.000000	0.755672	0.842124	0.815701	0.804499	0.815701	0.809254	
260.000000	0.762478	0.840535	0.817442	0.806818	0.817442	0.809254	
270.000000	0.763114	0.841805	0.824703	0.809874	0.824703	0.809874	
280.000000	0.763010	0.839490	0.830331	0.810944	0.830331	0.810944	
290.000000	0.763483	0.838083	0.827865	0.809810	0.827865	0.810944	
300.000000	0.764480	0.836295	0.830163	0.810313	0.830163	0.810944	
310.000000	0.763682	0.841864	0.824608	0.810051	0.824608	0.810944	
320.000000	0.764160	0.841984	0.829097	0.811747	0.829097	0.811747	
330.000000	0.767232	0.840138	0.830013	0.812461	0.830013	0.812461	
340.000000	0.767028	0.838842	0.832089	0.812653	0.832089	0.812653	
350.000000	0.765329	0.839604	0.821979	0.808970	0.821979	0.812653	
360.000000	0.768476	0.838197	0.828892	0.811855	0.828892	0.812653	
370.000000	0.769651	0.839648	0.825296	0.811532	0.825296	0.812653	
380.000000	0.771684	0.839283	0.828858	0.813275	0.828858	0.813275	
390.000000	0.766141	0.836735	0.828920	0.810599	0.828920	0.813275	
400.000000	0.770645	0.841834	0.830039	0.814173	0.830039	0.814173	
410.000000	0.764299	0.838159	0.829572	0.810677	0.829572	0.814173	
420.000000	0.769284	0.839037	0.825436	0.811252	0.825436	0.814173	
430.000000	0.777124	0.838343	0.824797	0.813421	0.824797	0.814173	
440.000000	0.779874	0.838077	0.824143	0.814031	0.824143	0.814173	
450.000000	0.776868	0.841897	0.821208	0.813325	0.821208	0.814173	
460.000000	0.772123	0.837767	0.825814	0.811901	0.825814	0.814173	
470.000000	0.775353	0.839050	0.828127	0.814177	0.828127	0.814177	
480.000000	0.774371	0.839224	0.823591	0.812395	0.823591	0.814177	
490.000000	0.770842	0.839355	0.829809	0.813335	0.829809	0.814177	
500.000000	0.772664	0.840077	0.821222	0.811321	0.821222	0.814177	
510.000000	0.766652	0.839984	0.823480	0.810039	0.823480	0.814177	
520.000000	0.767856	0.836061	0.827118	0.810345	0.827118	0.814177	
530.000000	0.763447	0.836109	0.832587	0.810714	0.832587	0.814177	
540.000000	0.761418	0.841463	0.826769	0.809884	0.826769	0.814177	
550.000000	0.764156	0.844344	0.820886	0.809795	0.820886	0.814177	
560.000000	0.767856	0.844721	0.827886	0.813488	0.827886	0.814177	
570.000000	0.767188	0.843882	0.829694	0.813588	0.829694	0.814177	
580.000000	0.763661	0.845498	0.832424	0.813861	0.832424	0.814177	
590.000000	0.766827	0.843609	0.832170	0.814202	0.832170	0.814202	
600.000000	0.766793	0.846417	0.832671	0.815294	0.832671	0.815294	
610.000000	0.761231	0.843209	0.826623	0.810354	0.826623	0.815294	
620.000000	0.760417	0.841813	0.831842	0.811357	0.831842	0.815294	
630.000000	0.763154	0.841526	0.829544	0.811408	0.829544	0.815294	
640.000000	0.772326	0.841449	0.831457	0.815078	0.831457	0.815294	
650.000000	0.765431	0.837141	0.826660	0.809744	0.826660	0.815294	
660.000000	0.770709	0.836236	0.827574	0.811507	0.827574	0.815294	
670.000000	0.771707	0.833406	0.833843	0.812985	0.833406	0.815294	
680.000000	0.773603	0.836165	0.832024	0.813930	0.832024	0.815294	
690.000000	0.766433	0.834762	0.830798	0.810664	0.830798	0.815294	
700.000000	0.767880	0.836354	0.831231	0.811822	0.831231	0.815294	
710.000000	0.772916	0.837443	0.829530	0.813296	0.829530	0.815294	
720.000000	0.773307	0.841809	0.826277	0.813798	0.826277	0.815294	
