Epoch	AUC-9	AUC-10	AUC-11	AUC-Avg	AUC-Mid	AUC-Best	
1.000000	0.491374	0.643461	0.578760	0.571199	0.578760	0.571199	
10.000000	0.596559	0.714676	0.737308	0.682848	0.714676	0.682848	
20.000000	0.644820	0.712122	0.783490	0.713477	0.712122	0.713477	
30.000000	0.659953	0.725021	0.792618	0.725864	0.725021	0.725864	
40.000000	0.663832	0.755391	0.787743	0.735655	0.755391	0.735655	
50.000000	0.674255	0.763699	0.801881	0.746612	0.763699	0.746612	
60.000000	0.668191	0.769117	0.802586	0.746631	0.769117	0.746631	
70.000000	0.687378	0.791412	0.809292	0.762694	0.791412	0.762694	
80.000000	0.701371	0.801666	0.817385	0.773474	0.801666	0.773474	
90.000000	0.713854	0.813731	0.818637	0.782074	0.813731	0.782074	
100.000000	0.717839	0.815455	0.819494	0.784263	0.815455	0.784263	
110.000000	0.711922	0.824753	0.813990	0.783555	0.813990	0.784263	
120.000000	0.711675	0.822321	0.818751	0.784249	0.818751	0.784263	
130.000000	0.727607	0.829300	0.824569	0.793825	0.824569	0.793825	
140.000000	0.722994	0.826541	0.820043	0.789859	0.820043	0.793825	
150.000000	0.730343	0.836471	0.810320	0.792378	0.810320	0.793825	
160.000000	0.739054	0.829641	0.814231	0.794309	0.814231	0.794309	
170.000000	0.734235	0.833306	0.810592	0.792711	0.810592	0.794309	
180.000000	0.732401	0.833330	0.818929	0.794887	0.818929	0.794887	
190.000000	0.747712	0.833092	0.820506	0.800436	0.820506	0.800436	
200.000000	0.743668	0.837362	0.822988	0.801339	0.822988	0.801339	
210.000000	0.737664	0.838105	0.822549	0.799440	0.822549	0.801339	
220.000000	0.743302	0.831334	0.821062	0.798566	0.821062	0.801339	
230.000000	0.735694	0.834977	0.821069	0.797247	0.821069	0.801339	
240.000000	0.740443	0.832230	0.815208	0.795960	0.815208	0.801339	
250.000000	0.735776	0.840023	0.816475	0.797425	0.816475	0.801339	
260.000000	0.740349	0.834406	0.811605	0.795453	0.811605	0.801339	
270.000000	0.740904	0.835251	0.809868	0.795341	0.809868	0.801339	
280.000000	0.744338	0.834401	0.809331	0.796023	0.809331	0.801339	
290.000000	0.745022	0.834262	0.810412	0.796565	0.810412	0.801339	
300.000000	0.740570	0.831483	0.809878	0.793977	0.809878	0.801339	
310.000000	0.742412	0.830961	0.812181	0.795185	0.812181	0.801339	
320.000000	0.748525	0.831767	0.819892	0.800061	0.819892	0.801339	
