Epoch	AUC-21	AUC-22	AUC-23	AUC-24	AUC-25	AUC-26	AUC-Avg	AUC-Mid	AUC-Best	
1.000000	0.484383	0.520366	0.486996	0.497675	0.454732	0.494265	0.489736	0.490630	0.489736	
10.000000	0.543840	0.531434	0.533488	0.573383	0.507102	0.539773	0.538170	0.536631	0.538170	
20.000000	0.565736	0.526506	0.561608	0.581831	0.627247	0.540398	0.567221	0.563672	0.567221	
30.000000	0.573434	0.533882	0.575857	0.601574	0.679416	0.540754	0.584153	0.574646	0.584153	
40.000000	0.579356	0.541066	0.564805	0.592283	0.684807	0.545282	0.584600	0.572080	0.584600	
50.000000	0.590219	0.543868	0.580910	0.598650	0.704012	0.551365	0.594837	0.585564	0.594837	
60.000000	0.612692	0.550312	0.598473	0.620139	0.721016	0.571197	0.612305	0.605582	0.612305	
70.000000	0.621560	0.550290	0.607307	0.628242	0.733993	0.586396	0.621298	0.614434	0.621298	
80.000000	0.639228	0.549298	0.604875	0.623820	0.754042	0.586990	0.626375	0.614347	0.626375	
90.000000	0.656684	0.535519	0.616209	0.630248	0.762918	0.588660	0.631706	0.623228	0.631706	
100.000000	0.656614	0.548840	0.616401	0.632186	0.758615	0.598369	0.635171	0.624294	0.635171	
110.000000	0.672338	0.547966	0.624644	0.624618	0.759779	0.607826	0.639528	0.624631	0.639528	
120.000000	0.666544	0.553290	0.608351	0.625205	0.768196	0.598516	0.636684	0.616778	0.639528	
130.000000	0.662885	0.553451	0.612377	0.632876	0.775531	0.599603	0.639454	0.622626	0.639528	
140.000000	0.667131	0.555444	0.619326	0.632524	0.775908	0.610117	0.643408	0.625925	0.643408	
150.000000	0.671917	0.555807	0.620562	0.646211	0.773247	0.598986	0.644455	0.633387	0.644455	
160.000000	0.680167	0.561305	0.619716	0.647104	0.783344	0.613302	0.650823	0.633410	0.650823	
170.000000	0.686002	0.558857	0.628383	0.645890	0.781092	0.618479	0.653117	0.637136	0.653117	
180.000000	0.687507	0.543310	0.626314	0.644816	0.778802	0.619951	0.650117	0.635565	0.653117	
190.000000	0.688556	0.545294	0.631201	0.651238	0.784023	0.621359	0.653612	0.641220	0.653612	
