Epoch	AUC-9	AUC-10	AUC-11	AUC-Avg	AUC-Mid	AUC-Best	
1.000000	0.507082	0.528254	0.558785	0.531374	0.528254	0.531374	
10.000000	0.682391	0.657413	0.763646	0.701150	0.682391	0.701150	
20.000000	0.697390	0.677452	0.777746	0.717530	0.697390	0.717530	
30.000000	0.726933	0.756792	0.790197	0.757974	0.756792	0.757974	
40.000000	0.725825	0.807572	0.822415	0.785271	0.807572	0.785271	
50.000000	0.737353	0.810215	0.841395	0.796321	0.810215	0.796321	
60.000000	0.732440	0.816600	0.825876	0.791639	0.816600	0.796321	
70.000000	0.726035	0.814372	0.827266	0.789225	0.814372	0.796321	
80.000000	0.724068	0.810740	0.797381	0.777396	0.797381	0.796321	
90.000000	0.737911	0.811356	0.818286	0.789184	0.811356	0.796321	
100.000000	0.743747	0.821028	0.819334	0.794703	0.819334	0.796321	
110.000000	0.758755	0.837790	0.824611	0.807052	0.824611	0.807052	
120.000000	0.759277	0.837506	0.822432	0.806405	0.822432	0.807052	
130.000000	0.759166	0.840490	0.825715	0.808457	0.825715	0.808457	
140.000000	0.766385	0.838619	0.826183	0.810396	0.826183	0.810396	
150.000000	0.758144	0.840450	0.798004	0.798866	0.798004	0.810396	
160.000000	0.753624	0.810737	0.779169	0.781177	0.779169	0.810396	
170.000000	0.748911	0.821682	0.818704	0.796432	0.818704	0.810396	
180.000000	0.747583	0.831777	0.820681	0.800014	0.820681	0.810396	
190.000000	0.750837	0.826389	0.829120	0.802115	0.826389	0.810396	
200.000000	0.758218	0.831303	0.839894	0.809805	0.831303	0.810396	
210.000000	0.754952	0.839395	0.829495	0.807947	0.829495	0.810396	
220.000000	0.757174	0.834248	0.821770	0.804397	0.821770	0.810396	
230.000000	0.734604	0.824974	0.816454	0.792011	0.816454	0.810396	
240.000000	0.734512	0.841068	0.802400	0.792660	0.802400	0.810396	
250.000000	0.733202	0.845933	0.788575	0.789237	0.788575	0.810396	
260.000000	0.724312	0.820131	0.813818	0.786087	0.813818	0.810396	
270.000000	0.743995	0.826634	0.796499	0.789043	0.796499	0.810396	
280.000000	0.748867	0.818600	0.788663	0.785377	0.788663	0.810396	
290.000000	0.758494	0.812263	0.775711	0.782156	0.775711	0.810396	
300.000000	0.750948	0.817777	0.803015	0.790580	0.803015	0.810396	
310.000000	0.754565	0.810022	0.820846	0.795144	0.810022	0.810396	
320.000000	0.756236	0.774602	0.827307	0.786048	0.774602	0.810396	
330.000000	0.761230	0.799909	0.831977	0.797706	0.799909	0.810396	
340.000000	0.760250	0.848580	0.820968	0.809933	0.820968	0.810396	
350.000000	0.769596	0.844900	0.821203	0.811900	0.821203	0.811900	
360.000000	0.770382	0.838514	0.822236	0.810377	0.822236	0.811900	
370.000000	0.755497	0.828935	0.822176	0.802203	0.822176	0.811900	
380.000000	0.714240	0.761466	0.804984	0.760230	0.761466	0.811900	
390.000000	0.723285	0.799718	0.807975	0.776993	0.799718	0.811900	
