Epoch	AUC-12	AUC-13	AUC-14	AUC-15	AUC-16	AUC-Avg	AUC-Mid	AUC-Best	
1.000000	0.370141	0.676813	0.744852	0.496018	0.599073	0.577379	0.599073	0.577379	
10.000000	0.385434	0.311771	0.822315	0.416215	0.567406	0.500628	0.416215	0.577379	
20.000000	0.696561	0.402910	0.335672	0.463847	0.661480	0.512094	0.463847	0.577379	
30.000000	0.516539	0.621131	0.693936	0.426403	0.412927	0.534187	0.516539	0.577379	
40.000000	0.681190	0.522019	0.479196	0.494487	0.490583	0.533495	0.494487	0.577379	
50.000000	0.588622	0.661538	0.662293	0.556326	0.622993	0.618354	0.622993	0.618354	
60.000000	0.449553	0.812743	0.655366	0.472921	0.659165	0.609950	0.655366	0.618354	
70.000000	0.581231	0.647480	0.412110	0.483296	0.564449	0.537713	0.564449	0.618354	
80.000000	0.652955	0.608757	0.693758	0.562972	0.451195	0.593927	0.608757	0.618354	
90.000000	0.436100	0.594980	0.704808	0.572624	0.447601	0.551223	0.572624	0.618354	
100.000000	0.682118	0.700042	0.746463	0.675042	0.498017	0.660336	0.682118	0.660336	
110.000000	0.671853	0.543977	0.670176	0.534021	0.561149	0.596235	0.561149	0.660336	
120.000000	0.537854	0.540454	0.604330	0.534774	0.619033	0.567289	0.540454	0.660336	
130.000000	0.601867	0.592422	0.495701	0.538660	0.594776	0.564685	0.592422	0.660336	
140.000000	0.667447	0.748708	0.772580	0.611045	0.556985	0.671353	0.667447	0.671353	
150.000000	0.632319	0.631992	0.590025	0.591873	0.393549	0.567951	0.591873	0.671353	
160.000000	0.664573	0.590353	0.550693	0.502243	0.345522	0.530677	0.550693	0.671353	
170.000000	0.392117	0.302051	0.350047	0.411850	0.470936	0.385400	0.392117	0.671353	
180.000000	0.651252	0.592624	0.682680	0.601111	0.518118	0.609157	0.601111	0.671353	
190.000000	0.596305	0.553469	0.688022	0.495211	0.546646	0.575931	0.553469	0.671353	
200.000000	0.415249	0.604921	0.357785	0.462362	0.381511	0.444366	0.415249	0.671353	
210.000000	0.441769	0.439883	0.632300	0.522864	0.518656	0.511094	0.518656	0.671353	
220.000000	0.499962	0.595631	0.723140	0.518075	0.542532	0.575868	0.542532	0.671353	
230.000000	0.667791	0.684412	0.513515	0.541610	0.452087	0.571883	0.541610	0.671353	
240.000000	0.495557	0.356723	0.430037	0.529006	0.588479	0.479960	0.495557	0.671353	
250.000000	0.607425	0.578622	0.626379	0.621593	0.560513	0.598906	0.607425	0.671353	
260.000000	0.439361	0.613706	0.544789	0.497161	0.575558	0.534115	0.544789	0.671353	
270.000000	0.567206	0.494037	0.647596	0.415547	0.471456	0.519168	0.494037	0.671353	
280.000000	0.472722	0.502924	0.458216	0.453458	0.554360	0.488336	0.472722	0.671353	
290.000000	0.534655	0.486019	0.576189	0.556711	0.540535	0.538822	0.540535	0.671353	
300.000000	0.563045	0.517119	0.510770	0.558489	0.559783	0.541841	0.558489	0.671353	
310.000000	0.394026	0.479498	0.339697	0.510879	0.491475	0.443115	0.479498	0.671353	
320.000000	0.599775	0.521277	0.695096	0.593171	0.547449	0.591354	0.593171	0.671353	
330.000000	0.536444	0.501207	0.736810	0.469779	0.411468	0.531142	0.501207	0.671353	
340.000000	0.422145	0.545321	0.337939	0.654506	0.533760	0.498734	0.533760	0.671353	
350.000000	0.361386	0.437882	0.732813	0.373295	0.406175	0.462310	0.406175	0.671353	
360.000000	0.407454	0.407787	0.741140	0.589627	0.553755	0.539953	0.553755	0.671353	
370.000000	0.371799	0.513857	0.539579	0.313978	0.467738	0.441390	0.467738	0.671353	
380.000000	0.444113	0.498170	0.300165	0.457263	0.483781	0.436699	0.457263	0.671353	
390.000000	0.402019	0.494245	0.501576	0.447967	0.520274	0.473216	0.494245	0.671353	
400.000000	0.681877	0.604736	0.758498	0.655870	0.455611	0.631318	0.655870	0.671353	
410.000000	0.673674	0.627995	0.567782	0.592859	0.440619	0.580586	0.592859	0.671353	
420.000000	0.403665	0.491927	0.408898	0.401150	0.446520	0.430432	0.408898	0.671353	
430.000000	0.421098	0.583466	0.435242	0.418611	0.577835	0.487250	0.435242	0.671353	
440.000000	0.419085	0.438987	0.459588	0.412242	0.661152	0.478211	0.438987	0.671353	
450.000000	0.390702	0.415942	0.487017	0.406797	0.633053	0.466702	0.415942	0.671353	
460.000000	0.589604	0.455890	0.597150	0.411509	0.585971	0.528025	0.585971	0.671353	
470.000000	0.439248	0.502537	0.643605	0.596829	0.640555	0.564555	0.596829	0.671353	
480.000000	0.582193	0.486268	0.405496	0.524164	0.362700	0.472164	0.486268	0.671353	
490.000000	0.378479	0.445265	0.562664	0.444663	0.558870	0.477988	0.445265	0.671353	
500.000000	0.597443	0.651286	0.638473	0.497692	0.444659	0.565910	0.597443	0.671353	
510.000000	0.521569	0.525975	0.648028	0.581740	0.572944	0.570051	0.572944	0.671353	
520.000000	0.506851	0.488075	0.589368	0.500097	0.505321	0.517942	0.505321	0.671353	
530.000000	0.478275	0.499518	0.439695	0.429158	0.450347	0.459399	0.450347	0.671353	
540.000000	0.425920	0.501355	0.446855	0.429080	0.532776	0.467197	0.446855	0.671353	
550.000000	0.562536	0.612468	0.528113	0.509442	0.525774	0.547666	0.528113	0.671353	
560.000000	0.599905	0.618180	0.619475	0.574737	0.578992	0.598258	0.599905	0.671353	
570.000000	0.537748	0.483261	0.522905	0.454405	0.482691	0.496202	0.483261	0.671353	
580.000000	0.410999	0.378346	0.559264	0.504333	0.600122	0.490613	0.504333	0.671353	
590.000000	0.378296	0.479604	0.481304	0.465436	0.466426	0.454213	0.466426	0.671353	
600.000000	0.659877	0.618411	0.485824	0.456200	0.431209	0.530304	0.485824	0.671353	
610.000000	0.629541	0.581342	0.670523	0.599861	0.477384	0.591730	0.599861	0.671353	
620.000000	0.668065	0.660398	0.622120	0.573383	0.405364	0.585866	0.622120	0.671353	
630.000000	0.699452	0.562814	0.481050	0.534072	0.435701	0.542618	0.534072	0.671353	
640.000000	0.389434	0.461183	0.324985	0.406936	0.432836	0.403075	0.406936	0.671353	
650.000000	0.419476	0.532810	0.296330	0.485952	0.472658	0.441445	0.472658	0.671353	
660.000000	0.645949	0.536949	0.723646	0.627185	0.515129	0.609772	0.627185	0.671353	
670.000000	0.526856	0.506655	0.687819	0.574073	0.578434	0.574767	0.574073	0.671353	
680.000000	0.460193	0.471312	0.650442	0.584741	0.493681	0.532074	0.493681	0.671353	
690.000000	0.591238	0.639411	0.640329	0.552077	0.518167	0.588244	0.591238	0.671353	
700.000000	0.660261	0.590773	0.684495	0.600566	0.584117	0.624043	0.600566	0.671353	
710.000000	0.518012	0.460594	0.501725	0.435795	0.550237	0.493272	0.501725	0.671353	
720.000000	0.395122	0.446303	0.480383	0.435399	0.539537	0.459349	0.446303	0.671353	
730.000000	0.564861	0.526764	0.520233	0.483261	0.414672	0.501958	0.520233	0.671353	
740.000000	0.539991	0.549824	0.549310	0.601383	0.454095	0.538921	0.549310	0.671353	
750.000000	0.508623	0.461425	0.553155	0.552600	0.557296	0.526620	0.552600	0.671353	
760.000000	0.433056	0.436789	0.539576	0.484781	0.634471	0.505735	0.484781	0.671353	
770.000000	0.554517	0.567813	0.631460	0.490829	0.568197	0.562563	0.567813	0.671353	
780.000000	0.583048	0.673342	0.558849	0.360665	0.532338	0.541648	0.558849	0.671353	
790.000000	0.528282	0.604881	0.490488	0.504086	0.472056	0.519959	0.504086	0.671353	
800.000000	0.642893	0.681922	0.535035	0.512687	0.411400	0.556787	0.535035	0.671353	
810.000000	0.631240	0.580026	0.539014	0.484902	0.378250	0.522686	0.539014	0.671353	
820.000000	0.595094	0.580656	0.424567	0.452608	0.590352	0.528655	0.580656	0.671353	
830.000000	0.625753	0.421774	0.557889	0.476223	0.419354	0.500198	0.476223	0.671353	
840.000000	0.621997	0.742829	0.590420	0.489008	0.465966	0.582044	0.590420	0.671353	
850.000000	0.671589	0.680802	0.545583	0.474090	0.428970	0.560207	0.545583	0.671353	
860.000000	0.640820	0.647529	0.507655	0.489507	0.428185	0.542739	0.507655	0.671353	
870.000000	0.613004	0.606650	0.381836	0.519747	0.512253	0.526698	0.519747	0.671353	
880.000000	0.637761	0.638189	0.512585	0.465017	0.368232	0.524357	0.512585	0.671353	
890.000000	0.576936	0.707181	0.554573	0.459909	0.457858	0.551291	0.554573	0.671353	
900.000000	0.540712	0.499598	0.472889	0.496078	0.499068	0.501669	0.499068	0.671353	
910.000000	0.393633	0.502478	0.534310	0.467532	0.492842	0.478159	0.492842	0.671353	
920.000000	0.655618	0.636482	0.624544	0.496132	0.450460	0.572647	0.624544	0.671353	
930.000000	0.637065	0.504773	0.598515	0.566470	0.515173	0.564399	0.566470	0.671353	
940.000000	0.478162	0.380973	0.525611	0.499625	0.463939	0.469662	0.478162	0.671353	
950.000000	0.538867	0.439740	0.516271	0.479781	0.514447	0.497821	0.514447	0.671353	
960.000000	0.651108	0.466911	0.588483	0.499421	0.584660	0.558117	0.584660	0.671353	
970.000000	0.650983	0.336296	0.587628	0.541167	0.644569	0.552129	0.587628	0.671353	
980.000000	0.555706	0.404555	0.522486	0.466110	0.566058	0.502983	0.522486	0.671353	
990.000000	0.451223	0.340664	0.489369	0.491331	0.502515	0.455020	0.489369	0.671353	
1000.000000	0.527097	0.650323	0.486963	0.505290	0.518213	0.537577	0.518213	0.671353	
1010.000000	0.484627	0.654085	0.508508	0.484042	0.586748	0.543602	0.508508	0.671353	
1020.000000	0.553029	0.495614	0.536037	0.464409	0.514636	0.512745	0.514636	0.671353	
1030.000000	0.592010	0.424979	0.599146	0.514112	0.449389	0.515927	0.514112	0.671353	
1040.000000	0.656822	0.420812	0.570574	0.522837	0.612004	0.556610	0.570574	0.671353	
1050.000000	0.524868	0.467162	0.548709	0.553293	0.589752	0.536757	0.548709	0.671353	
1060.000000	0.512788	0.466256	0.682946	0.533193	0.485887	0.536214	0.512788	0.671353	
1070.000000	0.515467	0.483433	0.650844	0.515246	0.568596	0.546717	0.515467	0.671353	
1080.000000	0.512388	0.457117	0.542239	0.540394	0.588281	0.528084	0.540394	0.671353	
1090.000000	0.591254	0.560335	0.693753	0.630338	0.537006	0.602537	0.591254	0.671353	
1100.000000	0.632086	0.611860	0.639843	0.568045	0.405351	0.571437	0.611860	0.671353	
1110.000000	0.635862	0.605933	0.624884	0.538207	0.458325	0.572642	0.605933	0.671353	
1120.000000	0.671365	0.544083	0.642023	0.557258	0.498327	0.582611	0.557258	0.671353	
1130.000000	0.609725	0.305048	0.513430	0.553237	0.562113	0.508711	0.553237	0.671353	
1140.000000	0.390332	0.334913	0.596311	0.560303	0.542006	0.484773	0.542006	0.671353	
1150.000000	0.368861	0.522423	0.477818	0.519892	0.539856	0.485770	0.519892	0.671353	
1160.000000	0.569503	0.625140	0.468580	0.456098	0.549948	0.533854	0.549948	0.671353	
1170.000000	0.692124	0.370791	0.641985	0.499312	0.575432	0.555929	0.575432	0.671353	
1180.000000	0.614066	0.584964	0.622304	0.454056	0.571204	0.569319	0.584964	0.671353	
1190.000000	0.535819	0.378368	0.465765	0.531650	0.549912	0.492303	0.531650	0.671353	
1200.000000	0.664750	0.497574	0.622011	0.434711	0.543622	0.552533	0.543622	0.671353	
1210.000000	0.649147	0.637384	0.619398	0.495909	0.538742	0.588116	0.619398	0.671353	
1220.000000	0.647016	0.607740	0.631423	0.472667	0.484002	0.568570	0.607740	0.671353	
1230.000000	0.653438	0.614700	0.593562	0.509096	0.424135	0.558986	0.593562	0.671353	
1240.000000	0.660073	0.560422	0.594959	0.510011	0.461255	0.557344	0.560422	0.671353	
1250.000000	0.632291	0.568431	0.537869	0.518342	0.443165	0.540019	0.537869	0.671353	
1260.000000	0.400496	0.537926	0.350724	0.475714	0.425913	0.438155	0.425913	0.671353	
1270.000000	0.660224	0.463267	0.666369	0.521551	0.515318	0.565346	0.521551	0.671353	
1280.000000	0.484603	0.620478	0.695260	0.581448	0.571542	0.590666	0.581448	0.671353	
1290.000000	0.637455	0.617415	0.500945	0.571576	0.530922	0.571663	0.571576	0.671353	
1300.000000	0.482141	0.551510	0.670518	0.572119	0.517333	0.558724	0.551510	0.671353	
1310.000000	0.592351	0.711632	0.654694	0.520662	0.466512	0.589170	0.592351	0.671353	
1320.000000	0.645426	0.704263	0.586024	0.594138	0.475338	0.601038	0.594138	0.671353	
1330.000000	0.664962	0.535502	0.592577	0.561083	0.467732	0.564371	0.561083	0.671353	
1340.000000	0.603297	0.582722	0.651029	0.562657	0.447016	0.569344	0.582722	0.671353	
1350.000000	0.613129	0.634444	0.549557	0.494466	0.451795	0.548678	0.549557	0.671353	
1360.000000	0.588975	0.424655	0.666273	0.560531	0.561156	0.560318	0.561156	0.671353	
1370.000000	0.365876	0.302779	0.625304	0.561274	0.629984	0.497044	0.561274	0.671353	
1380.000000	0.317005	0.353678	0.584377	0.507464	0.546861	0.461877	0.507464	0.671353	
1390.000000	0.368612	0.303263	0.457898	0.531267	0.547426	0.441693	0.457898	0.671353	
1400.000000	0.609685	0.564106	0.496737	0.508892	0.403933	0.516671	0.508892	0.671353	
1410.000000	0.578243	0.513749	0.553470	0.513630	0.425925	0.517003	0.513749	0.671353	
1420.000000	0.596284	0.329213	0.541726	0.512860	0.497482	0.495513	0.512860	0.671353	
1430.000000	0.602600	0.420363	0.542285	0.537286	0.552026	0.530912	0.542285	0.671353	
1440.000000	0.466153	0.424718	0.508564	0.481515	0.543552	0.484901	0.481515	0.671353	
1450.000000	0.599068	0.567669	0.556309	0.570259	0.499440	0.558549	0.567669	0.671353	
1460.000000	0.574827	0.586092	0.545294	0.530252	0.429313	0.533156	0.545294	0.671353	
1470.000000	0.592413	0.572454	0.545720	0.491641	0.433161	0.527078	0.545720	0.671353	
1480.000000	0.630340	0.493803	0.556191	0.524755	0.433693	0.527756	0.524755	0.671353	
1490.000000	0.549851	0.466718	0.587990	0.526126	0.458783	0.517893	0.526126	0.671353	
1500.000000	0.592017	0.448703	0.639538	0.548373	0.523591	0.550444	0.548373	0.671353	
1510.000000	0.548593	0.526210	0.635180	0.462132	0.544129	0.543249	0.544129	0.671353	
1520.000000	0.630821	0.571413	0.565959	0.555248	0.484295	0.561547	0.565959	0.671353	
1530.000000	0.457356	0.679310	0.644159	0.457299	0.500638	0.547752	0.500638	0.671353	
1540.000000	0.433146	0.680027	0.688917	0.540898	0.573661	0.583330	0.573661	0.671353	
1550.000000	0.611753	0.590574	0.742946	0.519556	0.563501	0.605666	0.590574	0.671353	
1560.000000	0.538100	0.675412	0.698865	0.490337	0.553235	0.591190	0.553235	0.671353	
1570.000000	0.620918	0.544925	0.566788	0.500407	0.446065	0.535821	0.544925	0.671353	
1580.000000	0.602422	0.547652	0.536969	0.492166	0.469536	0.529749	0.536969	0.671353	
1590.000000	0.592234	0.516245	0.494724	0.467045	0.555162	0.525082	0.516245	0.671353	
1600.000000	0.587672	0.523978	0.500445	0.467677	0.518665	0.519687	0.518665	0.671353	
1610.000000	0.638240	0.585817	0.506742	0.483121	0.590071	0.560798	0.585817	0.671353	
1620.000000	0.562347	0.510653	0.577155	0.493290	0.623854	0.553460	0.562347	0.671353	
1630.000000	0.406921	0.487278	0.478381	0.477550	0.592794	0.488585	0.478381	0.671353	
1640.000000	0.556156	0.457838	0.537168	0.487863	0.453638	0.498533	0.487863	0.671353	
1650.000000	0.585934	0.493984	0.559467	0.514380	0.458511	0.522455	0.514380	0.671353	
1660.000000	0.631565	0.522039	0.573368	0.500981	0.444783	0.534547	0.522039	0.671353	
1670.000000	0.622751	0.522454	0.522922	0.521338	0.411985	0.520290	0.522454	0.671353	
1680.000000	0.612215	0.583289	0.515027	0.519180	0.409923	0.527927	0.519180	0.671353	
1690.000000	0.647524	0.596775	0.586644	0.512359	0.427617	0.554184	0.586644	0.671353	
1700.000000	0.584228	0.643700	0.579410	0.556914	0.599750	0.592800	0.584228	0.671353	
1710.000000	0.621725	0.584403	0.611545	0.548671	0.494171	0.572103	0.584403	0.671353	
1720.000000	0.622843	0.566128	0.601215	0.511896	0.479930	0.556402	0.566128	0.671353	
1730.000000	0.598748	0.574631	0.570398	0.517867	0.563132	0.564955	0.570398	0.671353	
1740.000000	0.594493	0.533005	0.662372	0.563927	0.491029	0.568965	0.563927	0.671353	
1750.000000	0.595671	0.563027	0.597951	0.503011	0.556130	0.563158	0.563027	0.671353	
1760.000000	0.573051	0.555710	0.589815	0.485248	0.510489	0.542863	0.555710	0.671353	
1770.000000	0.539506	0.563091	0.622014	0.505503	0.600848	0.566192	0.563091	0.671353	
1780.000000	0.507857	0.422516	0.668301	0.586192	0.485822	0.534138	0.507857	0.671353	
1790.000000	0.589003	0.598743	0.511616	0.499654	0.558572	0.551518	0.558572	0.671353	
1800.000000	0.459772	0.535049	0.596471	0.524463	0.592324	0.541616	0.535049	0.671353	
1810.000000	0.500874	0.518049	0.519214	0.470274	0.590998	0.519882	0.518049	0.671353	
1820.000000	0.634679	0.545936	0.534202	0.474387	0.519743	0.541789	0.534202	0.671353	
1830.000000	0.633113	0.602102	0.581356	0.469859	0.572504	0.571787	0.581356	0.671353	
1840.000000	0.518981	0.519071	0.443985	0.508958	0.521831	0.502565	0.518981	0.671353	
1850.000000	0.438699	0.629912	0.489036	0.524653	0.523166	0.521093	0.523166	0.671353	
1860.000000	0.542540	0.512043	0.591068	0.497667	0.544794	0.537622	0.542540	0.671353	
1870.000000	0.585672	0.556648	0.552026	0.470965	0.514447	0.535952	0.552026	0.671353	
1880.000000	0.590686	0.569590	0.559166	0.485629	0.530821	0.547178	0.559166	0.671353	
1890.000000	0.550558	0.590200	0.597626	0.480866	0.515504	0.546951	0.550558	0.671353	
1900.000000	0.603451	0.541910	0.617224	0.485260	0.514163	0.552402	0.541910	0.671353	
1910.000000	0.591560	0.563995	0.612768	0.494046	0.516423	0.555758	0.563995	0.671353	
1920.000000	0.518782	0.566509	0.590332	0.561664	0.544714	0.556400	0.561664	0.671353	
1930.000000	0.466665	0.455161	0.566538	0.590010	0.522342	0.520143	0.522342	0.671353	
1940.000000	0.399414	0.387199	0.517860	0.409929	0.506635	0.444208	0.409929	0.671353	
1950.000000	0.386673	0.359687	0.556619	0.579982	0.497550	0.476102	0.497550	0.671353	
1960.000000	0.473009	0.600048	0.560693	0.431246	0.581438	0.529287	0.560693	0.671353	
1970.000000	0.424376	0.422160	0.549193	0.563583	0.478023	0.487467	0.478023	0.671353	
1980.000000	0.484036	0.463827	0.588756	0.544657	0.578493	0.531954	0.544657	0.671353	
1990.000000	0.418496	0.478453	0.550236	0.566881	0.584055	0.519624	0.550236	0.671353	
2000.000000	0.428739	0.480781	0.534458	0.559089	0.629943	0.526602	0.534458	0.671353	
2010.000000	0.451355	0.424574	0.540526	0.515953	0.585989	0.503680	0.515953	0.671353	
2020.000000	0.515382	0.548706	0.568599	0.495005	0.410951	0.507729	0.515382	0.671353	
2030.000000	0.530065	0.416938	0.575670	0.479277	0.515490	0.503488	0.515490	0.671353	
2040.000000	0.380017	0.361125	0.418869	0.516728	0.586909	0.452730	0.418869	0.671353	
2050.000000	0.600151	0.554289	0.538395	0.524678	0.555846	0.554672	0.554289	0.671353	
2060.000000	0.556894	0.534485	0.549292	0.467750	0.493721	0.520428	0.534485	0.671353	
2070.000000	0.527313	0.593569	0.584941	0.489504	0.498755	0.538817	0.527313	0.671353	
2080.000000	0.502813	0.580426	0.575603	0.511843	0.446360	0.523409	0.511843	0.671353	
2090.000000	0.378113	0.460089	0.584888	0.506873	0.558587	0.497710	0.506873	0.671353	
2100.000000	0.436630	0.371444	0.540039	0.551772	0.445560	0.469089	0.445560	0.671353	
2110.000000	0.367488	0.343284	0.481805	0.536906	0.423415	0.430579	0.423415	0.671353	
2120.000000	0.601245	0.485885	0.567634	0.492782	0.494665	0.528442	0.494665	0.671353	
2130.000000	0.498645	0.540816	0.546213	0.479730	0.577457	0.528572	0.540816	0.671353	
2140.000000	0.432227	0.540179	0.572335	0.511719	0.546788	0.520649	0.540179	0.671353	
2150.000000	0.539195	0.494433	0.505625	0.487155	0.482115	0.501705	0.494433	0.671353	
2160.000000	0.605482	0.547261	0.555377	0.470790	0.504723	0.536726	0.547261	0.671353	
2170.000000	0.534699	0.536587	0.580205	0.469922	0.451434	0.514570	0.534699	0.671353	
2180.000000	0.498869	0.473849	0.569150	0.468526	0.600252	0.522129	0.498869	0.671353	
2190.000000	0.456126	0.415036	0.527038	0.495255	0.495815	0.477854	0.495255	0.671353	
2200.000000	0.618540	0.569418	0.538934	0.490795	0.520041	0.547545	0.538934	0.671353	
2210.000000	0.437432	0.574145	0.587738	0.486542	0.534921	0.524156	0.534921	0.671353	
2220.000000	0.589454	0.494696	0.589089	0.489073	0.548146	0.542092	0.548146	0.671353	
2230.000000	0.493797	0.432761	0.483734	0.528965	0.570172	0.501886	0.493797	0.671353	
2240.000000	0.578943	0.582794	0.633988	0.527185	0.653727	0.595328	0.582794	0.671353	
2250.000000	0.481814	0.596190	0.573637	0.539636	0.601386	0.558532	0.573637	0.671353	
2260.000000	0.550596	0.584758	0.607761	0.510152	0.516842	0.554022	0.550596	0.671353	
2270.000000	0.577817	0.578623	0.607798	0.519390	0.527891	0.562304	0.577817	0.671353	
2280.000000	0.487021	0.600174	0.503620	0.576827	0.494916	0.532511	0.503620	0.671353	
2290.000000	0.541278	0.517637	0.508575	0.570829	0.588562	0.545376	0.541278	0.671353	
2300.000000	0.663993	0.643695	0.556525	0.457419	0.504547	0.565236	0.556525	0.671353	
2310.000000	0.655514	0.660986	0.567774	0.441922	0.534545	0.572148	0.567774	0.671353	
2320.000000	0.586695	0.649298	0.564897	0.488226	0.405543	0.538932	0.564897	0.671353	
2330.000000	0.600628	0.569499	0.568241	0.451101	0.336872	0.505268	0.568241	0.671353	
2340.000000	0.631077	0.592104	0.581248	0.420638	0.470647	0.539143	0.581248	0.671353	
2350.000000	0.614352	0.608379	0.556716	0.462864	0.463104	0.541083	0.556716	0.671353	
2360.000000	0.528293	0.550493	0.579414	0.495458	0.564074	0.543547	0.550493	0.671353	
2370.000000	0.663100	0.556598	0.558690	0.474144	0.458408	0.542188	0.556598	0.671353	
2380.000000	0.603333	0.562001	0.531843	0.508708	0.409888	0.523154	0.531843	0.671353	
2390.000000	0.481475	0.615933	0.444669	0.415319	0.586376	0.508754	0.481475	0.671353	
2400.000000	0.476602	0.615615	0.406751	0.428693	0.578041	0.501140	0.476602	0.671353	
2410.000000	0.529191	0.587717	0.632542	0.504527	0.459183	0.542632	0.529191	0.671353	
2420.000000	0.643425	0.570380	0.628541	0.506111	0.516792	0.573050	0.570380	0.671353	
2430.000000	0.596816	0.577335	0.585266	0.500501	0.511461	0.554276	0.577335	0.671353	
2440.000000	0.639338	0.563732	0.596735	0.522929	0.521591	0.568865	0.563732	0.671353	
2450.000000	0.634371	0.587278	0.595718	0.522961	0.514905	0.571047	0.587278	0.671353	
2460.000000	0.624438	0.585110	0.588583	0.509948	0.497509	0.561118	0.585110	0.671353	
2470.000000	0.619903	0.598575	0.631965	0.484242	0.476312	0.562199	0.598575	0.671353	
2480.000000	0.654242	0.469301	0.599847	0.537214	0.480195	0.548160	0.537214	0.671353	
2490.000000	0.415584	0.489350	0.464161	0.500833	0.507574	0.475500	0.489350	0.671353	
2500.000000	0.628872	0.597000	0.587924	0.522840	0.503992	0.568126	0.587924	0.671353	
2510.000000	0.665891	0.664768	0.652806	0.515159	0.600148	0.619754	0.652806	0.671353	
2520.000000	0.668202	0.687536	0.643839	0.448955	0.484271	0.586561	0.643839	0.671353	
2530.000000	0.617346	0.674500	0.591766	0.449883	0.502400	0.567179	0.591766	0.671353	
2540.000000	0.623979	0.669858	0.550849	0.409801	0.503351	0.551568	0.550849	0.671353	
2550.000000	0.662031	0.631121	0.573827	0.481387	0.559755	0.581624	0.573827	0.671353	
2560.000000	0.612674	0.613259	0.574638	0.507354	0.547074	0.571000	0.574638	0.671353	
2570.000000	0.543056	0.614679	0.603514	0.454773	0.507568	0.544718	0.543056	0.671353	
