Epoch	AUC-9	AUC-10	AUC-11	AUC-Avg	AUC-Mid	AUC-Best	
1.000000	0.531687	0.690097	0.550165	0.590650	0.550165	0.590650	
10.000000	0.540442	0.554624	0.481823	0.525630	0.540442	0.590650	
20.000000	0.569983	0.715214	0.534877	0.606691	0.569983	0.606691	
30.000000	0.464152	0.584129	0.674864	0.574382	0.584129	0.606691	
40.000000	0.501127	0.733093	0.579195	0.604471	0.579195	0.606691	
50.000000	0.571938	0.540435	0.465358	0.525910	0.540435	0.606691	
60.000000	0.563058	0.694584	0.669382	0.642342	0.669382	0.642342	
70.000000	0.437525	0.592383	0.579220	0.536376	0.579220	0.642342	
80.000000	0.538675	0.632683	0.632898	0.601418	0.632683	0.642342	
90.000000	0.578652	0.644720	0.377993	0.533789	0.578652	0.642342	
100.000000	0.521774	0.413578	0.557689	0.497681	0.521774	0.642342	
110.000000	0.586609	0.598794	0.627929	0.604444	0.598794	0.642342	
120.000000	0.580684	0.698136	0.597163	0.625327	0.597163	0.642342	
130.000000	0.548354	0.627085	0.644502	0.606647	0.627085	0.642342	
140.000000	0.509798	0.611747	0.606654	0.576066	0.606654	0.642342	
150.000000	0.570385	0.707105	0.650637	0.642709	0.650637	0.642709	
160.000000	0.450074	0.518572	0.609814	0.526153	0.518572	0.642709	
170.000000	0.600245	0.681092	0.682307	0.654548	0.681092	0.654548	
180.000000	0.599451	0.701076	0.663813	0.654780	0.663813	0.654780	
190.000000	0.582736	0.665600	0.632506	0.626947	0.632506	0.654780	
200.000000	0.456414	0.628032	0.632703	0.572383	0.628032	0.654780	
210.000000	0.576176	0.627659	0.707177	0.637004	0.627659	0.654780	
220.000000	0.521131	0.701614	0.633983	0.618909	0.633983	0.654780	
230.000000	0.531840	0.695356	0.663920	0.630372	0.663920	0.654780	
240.000000	0.552717	0.361646	0.626174	0.513512	0.552717	0.654780	
250.000000	0.541853	0.722020	0.686556	0.650143	0.686556	0.654780	
